reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Awesome mobile good speed good performance good look,Awesome mobile good speed good performance good look ... a bit battery goes down fast but other wise a very good phone 👌👌👌,Ashish garg,4 March 2018,4.0 out of 5 stars
Price got lower by 4000 INR in 1 month !!!!! What the hell is this ?,"The price got lower by 5000 INR in 4 month. Feeling like I shouldn't have bought this.
Though it's a very nice phone. I love it. But the present price made me recommend One Plus 5T to others or One Plus 6",Shubham Khandelwal,6 March 2018,2.0 out of 5 stars
Better and nice options than one plus 5t,"Very nice phone better that 5t .
Nice and crisp screen .no lag in day to day performance feels premium and solid in hands I surely recommend this phone to everyone who's budget is around 30000",AMRUTA,4 April 2018,5.0 out of 5 stars
Three Stars,The picture quality is not up to the mark,Srinivas,2 March 2018,3.0 out of 5 stars
Luck is good but android version is not up to date as ...,Luck is good but android version is not up to date as all smartphones are coming with Oreo version . Charging is good.. Overall satisfied but not impressed .. Samsung can do much better..,Amazon Customer,15 February 2018,4.0 out of 5 stars
Nice,"Well when i got this phone ,box was broken ,mobile was ON, i thought i got duped, but i called cs and they told me sellers check the phone before dispatching it so they may hav forgotten to turn off the phone. I was so disapointed. However after using the phone for fews days i am really liking it. Screen size is perfect. No lags, good battery backup, fast charging is just osm.",Lamp,28 August 2018,1.0 out of 5 stars
Five Stars,Amazing device,Amazon Customer,8 April 2018,5.0 out of 5 stars
5 STARs,Great looks and nice phone,aditya,30 January 2018,5.0 out of 5 stars
"Top of the line, Free CASE in box","You can not find a similar phone at this price. This is not some cheap Xiomi or dishonor brand. not some MI or eureka crap. Its a made in India samsung that works how it should.
Pros
1. You get free ""clear PHONE CASE"" in the box
2. Great screen, amazing color production and quality with always on sAMOLED
3. Excellent performance
4. No heating
5. good battery life
6. extremely accurate fingerprint sensor and so easy to unlock by placing index finger behind
7. face unlock too
8. great camera and double selfie camera
Cons:
1. Classy design some may love some may not
2. nothing more negative really, just go for it",Diy-er,15 March 2018,5.0 out of 5 stars
Two Stars,"Yaar first sale first day ko liya he
oreo hi nahi aaya aaj tak.",Gaurav Kaushik,17 April 2018,2.0 out of 5 stars
"It's look nice, rear camera quality are also best","Samsung Galaxy A8+ is Awsme mobile ..It's front camera quality are fabulous. It's look nice ,rear camera quality are also best. It also provide fast Charging which make it better.",Pankaj chouhan,3 March 2018,5.0 out of 5 stars
Five Stars,Just the phone to buy!,Dr.Ajit Kurthkoti,30 January 2018,5.0 out of 5 stars
Absutely Superb Very Elegant and good looking device who will be delivering the results,"Absutely Superb
Very Elegant and good looking device who will be delivering the results",Amit Chavan,22 March 2018,5.0 out of 5 stars
Nice phone,"Nice phone received today smooth and good response in terms of ram.
Opening multiple file not facing any issue
Trust the phone works long lasting.",Amazon Customer,14 March 2018,4.0 out of 5 stars
Samsung A8+ is good than s8plus,If u compared with s8 and this this is truly awesome because in this 33k range we are getting a good speed of 6gb ram all camera quality is also awesome,Amazon Customer,1 March 2018,4.0 out of 5 stars
Five Stars,Great......,Suraj Yadav,10 March 2018,5.0 out of 5 stars
Worth it,Almost like S8 features with less price...recommended,Anil Kumar,15 February 2018,5.0 out of 5 stars
Kindly exchange my phone,"Hi, I just wanted to know my complaint status as technician already visited today.",Nayab K.,13 March 2018,1.0 out of 5 stars
"Good phone, problem with dual SIM supportibility","Good phone,problem with dual SIM supportibility .",Deepak,31 January 2018,4.0 out of 5 stars
Super Cool A8 plus,"Finally got it. Was waiting for this phone since long time. Best phone ever made by Samsung. Its a masterpiece. Wish i can give 10 stars. Better than Oneplus. Super Amoled Display makes it super Cool, Internal 64 gb, Ram 6 gb. No lagging issue works smooth with any issu. Battery is alos too good. Camera is ool for selfie but little dissopointed for rear cam byt doesnt matter on front of other features. Delivery was also fast.",allwyn,27 March 2018,5.0 out of 5 stars
Disappointed,Disappointed,Amazon Customer,15 June 2018,1.0 out of 5 stars
Good to go with,Mobile is awesome. Only problem is no accessories available in the market.,Sachin Tapre,2 March 2018,5.0 out of 5 stars
Awesome,everything is great about the phone. just bought it without thinking. it's better than one plus 5T.,Bharat Sharma,28 March 2018,5.0 out of 5 stars
Five Stars,"Go for it.......
Superb it is....
Worth for 33k.....",varshaarn,31 January 2018,5.0 out of 5 stars
Value phone in this price could have few inch small size.,"Camera quality very impressive and battery last really long, phone is really fast display is very rich and sharp. got clear sound, phone size is bit bigger than expected very difficult to use with one hand.",Amazon Customer,26 January 2018,4.0 out of 5 stars
I am satisfied this prduct,I have A8+ looking good and build quality is good overall i like it,YASHWANT PATEL,14 March 2018,5.0 out of 5 stars
Killer for every phone in this segment.,Just Killer for one plus vivo and many own samsung s8 phones.,Amazon Customer,27 January 2018,5.0 out of 5 stars
Five Stars,"Awesome Phone..
Superb Camera clarity...",Bhavin Chaudhari,28 January 2018,5.0 out of 5 stars
3 weeks after purchase of this phone i'm facing a ...,3 weeks after purchase of this phone i'm facing a display flickering problem when i receive any call or message or when my phone vibrates.,naveen.g,7 March 2018,5.0 out of 5 stars
Performance is good. Camera is ok not that good,Performance is good. Camera is ok not that good. I believe rear camera can be more clean after software update.,Nishant Chaudhary,15 March 2018,3.0 out of 5 stars
Awesome near to flagship,"Awesome device.... But
Little bit overpriced
Camera could have been better (portrait mode is not @ rear)",Shekhar,22 February 2018,4.0 out of 5 stars
Four Stars,Superb performance but battery power should be increased.,Nitin Rawat,4 March 2018,4.0 out of 5 stars
Three Stars,"Overpriced phone with poor speed and an awkward side bazels...features like face unlocking,Bixby,live focus are just a simple trick the company has implemented. They don't really work well. It's not even a week that I purchased,the phone has some heating problems. It gets heated up so fast and easily . In some way my 2013 phone model is better.",SOLIANG MANYU,30 April 2018,3.0 out of 5 stars
Awesome,"Really enjoying the interface of this phone
And specially the selfi camera it is awesome
This phone does not heat
Value for money",Harshit Srivastava,22 April 2018,5.0 out of 5 stars
Four Stars,Amazing performance this device very well is option note 8,mdsondarava,18 March 2018,4.0 out of 5 stars
Five Stars,Awesome product thank u so much Samsung and thank u Amazon,akash,20 March 2018,5.0 out of 5 stars
A great phone.,"Brought it from a Samsung store not from Amazon. Overall performance is great. The picture quality is great, the super amoled display is great. The only thing which is a little annoying is the side speakers in this phone, which is not very bad but a little lower than average phones. Rest of the phones performance is great. This review is posted after 2 months of usage.",Ravi Mishra,14 November 2018,5.0 out of 5 stars
